Formula,E_g_Exp,Source,Priority,frac f valence electrons,cohesive energy (MP),MagpieData range GSbandgap,MagpieData mode Row,MagpieData mode MeltingT,F fraction,Al fraction,MagpieData avg_dev Row,MagpieData mode NfUnfilled,Pm fraction,Cr fraction,MagpieData minimum Electronegativity,Fr fraction,Bk fraction,La fraction,MagpieData mean GSmagmom,B fraction,Cf fraction,MagpieData mean NdValence,MagpieData mean NfValence,Sb fraction,MagpieData avg_dev MeltingT,Md fraction,maximum EN difference,MagpieData minimum MendeleevNumber,MagpieData minimum NsUnfilled,Si fraction,MagpieData maximum Number,Tl fraction,P fraction,Li fraction,Ca fraction,MagpieData avg_dev AtomicWeight,Ar fraction,Gd fraction,MagpieData avg_dev NpValence,range oxidation state,A_site_weight,Y fraction,avg d valence electrons,MagpieData mode NfValence,C fraction,MagpieData avg_dev NfValence,MagpieData maximum GSbandgap,MagpieData mean NpUnfilled,minimum EN difference,Sc fraction,Ti fraction,MagpieData mean MeltingT,Rb fraction,Ba fraction,Pb fraction,MagpieData maximum NpUnfilled,Mg fraction,(u+t)n,mean EN difference,MagpieData mode Electronegativity,minimum oxidation state,MagpieData avg_dev NdUnfilled,pretty_formula,MagpieData maximum NpValence,MagpieData mode NpValence,MagpieData range Electronegativity,MagpieData mean CovalentRadius,dist from 3 clusters |APE| < 0.010,mean Column,Zn fraction,range EN difference,Re fraction,N fraction,MagpieData minimum NUnfilled,Ho fraction,MagpieData minimum NValence,Am fraction,MagpieData mode SpaceGroupNumber,MagpieData mean Row,MagpieData minimum MeltingT,avg anion electron affinity,MagpieData mean MendeleevNumber,MagpieData avg_dev NpUnfilled,MagpieData mode AtomicWeight,Sr fraction,Yb fraction,MagpieData mode NValence,MagpieData minimum CovalentRadius,No fraction,MagpieData range Number,MagpieData avg_dev NsValence,MagpieData maximum MendeleevNumber,MagpieData minimum Number,MagpieData mode Number,Ra fraction,Zr fraction,range Number,A_site_affinity,MagpieData mean SpaceGroupNumber,Mn fraction,Nb fraction,Tb fraction,MagpieData mean NdUnfilled,MagpieData maximum Row,At fraction,avg f valence electrons,Se fraction,MagpieData range Column,MagpieData mean AtomicWeight,Ru fraction,Rn fraction,MagpieData range NfUnfilled,MagpieData mean Number,MagpieData minimum GSvolume_pa,MagpieData mean NpValence,Pa fraction,MagpieData maximum AtomicWeight,MagpieData maximum GSmagmom,std_dev EN difference,Er fraction,Ga fraction,mean Electronegativity,MagpieData mean Column,Nd fraction,MagpieData range CovalentRadius,MagpieData range Row,frac s valence electrons,mean AtomicWeight,dist from 5 clusters |APE| < 0.010,MagpieData mean GSvolume_pa,Dy fraction,As fraction,Xe fraction,MagpieData maximum NValence,Hg fraction,MagpieData maximum NsUnfilled,Ir fraction,range AtomicRadius,MagpieData minimum NsValence,X_site_fir_ionization_energy,MagpieData maximum MeltingT,Na fraction,In fraction,Sm fraction,MagpieData maximum GSvolume_pa,MagpieData range NUnfilled,Cl fraction,MagpieData maximum Electronegativity,MagpieData mode NsUnfilled,Co fraction,mean Row,MagpieData mode CovalentRadius,Kr fraction,W fraction,MagpieData mode NUnfilled,U fraction,Eu fraction,MagpieData avg_dev MendeleevNumber,MagpieData range NsValence,MagpieData maximum NdUnfilled,Ne fraction,Br fraction,Pt fraction,maximum oxidation state,MagpieData mean NValence,MagpieData minimum NdValence,Te fraction,Tc fraction,MagpieData maximum NUnfilled,dist from 1 clusters |APE| < 0.010,MagpieData avg_dev NValence,Th fraction,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mode NpUnfilled,MagpieData maximum NdValence,MagpieData minimum Column,range Electronegativity,MagpieData avg_dev SpaceGroupNumber,transition metal fraction,Os fraction,Lr fraction,Fe fraction,MagpieData avg_dev GSvolume_pa,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,frac d valence electrons,MagpieData mode Column,MagpieData maximum Column,MagpieData minimum NfUnfilled,MagpieData range NsUnfilled,A_site_fir_ionization_energy,X_site_electronegativity,MagpieData range MendeleevNumber,MagpieData range NfValence,He fraction,Cs fraction,MagpieData minimum Row,Np fraction,octahedral_factor,X_site_affinity,MagpieData range MeltingT,MagpieData range NValence,Ce fraction,MagpieData avg_dev Number,MagpieData mode GSmagmom,Ta fraction,MagpieData mode NdValence,Tm fraction,Fm fraction,tolerance_factor,MagpieData mean NUnfilled,Hf fraction,Es fraction,MagpieData maximum NsValence,std_dev oxidation state,Cu fraction,Mo fraction,mean Number,MagpieData mean NsValence,MagpieData range NpValence,H fraction,I fraction,Ge fraction,MagpieData range GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,Ni fraction,MagpieData mean NfUnfilled,Pr fraction,Pd fraction,Sn fraction,X_site_weight,Pu fraction,frac p valence electrons,Ac fraction,Au fraction,MagpieData range NpUnfilled,Cm fraction,MagpieData maximum CovalentRadius,MagpieData minimum NpValence,MagpieData mean NsUnfilled,avg p valence electrons,Cd fraction,MagpieData minimum NfValence,MagpieData maximum NfValence,formation_energy_per_atom,Be fraction,band center,MagpieData mode NdUnfilled,volume,MagpieData mean GSbandgap,MagpieData avg_dev NUnfilled,S fraction,band_gap,Ag fraction,V fraction,MagpieData minimum GSmagmom,A_site_electronegativity,MagpieData mean Electronegativity,MagpieData range AtomicWeight,MagpieData maximum NfUnfilled,MagpieData avg_dev GSbandgap,MagpieData range GSmagmom,Bi fraction,MagpieData avg_dev NsUnfilled,mean AtomicRadius,MagpieData minimum GSbandgap,O fraction,Po fraction,avg s valence electrons,MagpieData mode NsValence,MagpieData minimum NdUnfilled,MagpieData range NdValence,MagpieData range NdUnfilled,MagpieData avg_dev CovalentRadius,MagpieData avg_dev GSmagmom,MagpieData range SpaceGroupNumber,Rh fraction,Lu fraction,MagpieData minimum NpUnfilled,K fraction,MagpieData mode GSbandgap,MagpieData avg_dev NfUnfilled,MagpieData avg_dev Electronegativity,MagpieData avg_dev Column,Delta_E_g,is_metal_exp,is_metal_gga
ScBPd3,0.0,Matbench,2,0.0,2.036513298,1.524,5,1828.05,0.0,0.0,0.96,0,0.0,0.0,1.36,0,0,0.0,1.27e-06,0.2,0,6.2,0.0,0.0,167.508,0,0.460433333,11,0,0.0,46,0.0,0.0,0.0,0.0,37.69754112,0,0.0,0.32,0,44.955,0.0,6.2,0,0.0,0.0,1.524,1.0,-0.000533333,0.2,0.0,1929.23,0.0,0.0,0.0,5,0.0,1.275413957,0.152016667,2.2,0,2.88,ScBPd3,1,0,0.84,134.2,0.046100134,9.2,0.0,0.0,0.0,0.0,0,0.0,3,0,225,4.2,1814.0,-47844.66667,53.8,1.6,106.42,0.0,0.0,10,84,0,41,0.96,72,5,46,0,0.0,41,0.188,207.0,0.0,0.0,0.0,1.8,5,0,0.0,0.0,10,75.0053824,0.0,0,0,32.8,7.1725,0.2,0.0,106.42,6.35e-06,0.0,0.0,0.0,2.0,9.2,0.0,86,3,0.111111111,75.0053824,0.074317775,14.5275,0.0,0.0,0,10,0.0,0,0.0,0.75,0,8.337,2348.0,0.0,0.0,0.0,22.235,9,0.0,2.2,0,0.0,4.2,139,0,0.0,0,0.0,0.0,17.12,2,9,0,0.0,0.0,0,7.2,0,0.0,0.0,9,0.0,3.36,0.0,62,10.811,0,10,3,0.84,21.6,0.6,0.0,0,0.0,3.083,4.56,225,0.861111111,10,13,0,0,6.562,2.2,61,0,0,0.0,2,0.0,0.65625,0.557,534.0,7,0.0,15.84,0.0,0.0,10,0.0,0,0.907231342,2.8,0.0,0,2,0.0,0.0,0.0,32.8,0.8,1,0.0,0.0,0.0,15.0625,14.41,166,0.0,0.0,0.0,0.6,0.0,106.42,0.0,0.027777778,0.0,0.0,5,0,170,0,0.0,0.2,0.0,0,0,-0.546306997,0.0,4.177639242,0,75.95336425,0.3048,3.36,0.0,0.0,0.0,0.0,0,1.36,2.0,95.609,0,0.48768,6.35e-06,0.0,0.0,1.33,0.0,0.0,0,0.8,0,0,10,9,20.08,2.03e-06,59,0.0,0.0,0,0.0,0.0,0.0,0.256,2.48,0.0,1,1
ScTiO3,0.0,Matbench,2,0.0,7.626002129,0.0,2,54.8,0.0,0.0,0.96,0,0.0,0.0,1.36,0,0,0.0,5.78e-06,0.0,0,0.6,0.0,0.0,874.896,0,2.08,11,0,0.0,22,0.0,0.0,0.0,0.0,14.59778688,0,0.0,1.92,6,44.955,0.0,0.6,0,0.0,0.0,0.0,1.2,1.9,0.2,0.2,783.88,0.0,0.0,0.0,2,0.0,1.088320683,1.99,3.44,-2,4.08,ScTiO3,4,4,2.08,105.6,0.056343455,11.0,0.0,0.18,0.0,0.0,2,0.0,3,0,12,2.8,54.8,-282000.0,63.0,0.96,15.9994,0.0,0.0,6,66,0,14,0.0,87,8,8,0,0.0,14,0.188,84.8,0.0,0.0,0.0,3.4,4,0,0.0,0.0,13,28.1642224,0.0,0,0,13.4,9.105,2.4,0.0,47.867,2.25e-05,0.127279221,0.0,0.0,2.644,11.0,0.0,104,2,0.4,28.1642224,0.064902695,13.248,0.0,0.0,0,6,0.0,0,0.0,1.0,2,13.618,1941.0,0.0,0.0,0.0,22.235,7,0.0,3.44,0,0.0,2.8,66,0,0.0,2,0.0,0.0,28.8,0,9,0,0.0,0.0,4,5.0,0,0.0,0.0,9,0.048562091,1.2,0.0,87,15.9994,2,2,3,2.08,87.36,0.2,0.0,0,0.0,4.9716,0.72,194,0.12,16,16,0,0,6.562,3.44,76,0,0,0.0,2,0.0,0.591269841,1.46,1886.2,3,0.0,6.48,0.0,0.0,0,0.0,0,0.779404482,4.6,0.0,0,2,3.380617019,0.0,0.0,13.4,2.0,4,0.0,0.0,0.0,13.13,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.48,0.0,0.0,2,0,170,0,0.0,2.4,0.0,0,0,-3.576149287,0.0,5.491898118,0,113.4790729,0.0,3.12,0.0,0.0,0.0,0.0,0,1.36,2.644,31.8676,0,0.0,2.25e-05,0.0,0.0,0.96,0.0,0.6,0,2.0,2,0,2,9,47.52,6.93e-06,182,0.0,0.0,0,0.0,0.0,0.0,0.9552,6.0,0.0,1,1
ScTiO3,0.0,Matbench,2,0.0,2.025846781,0.0,2,54.8,0.0,0.0,0.96,0,0.0,0.0,1.36,0,0,0.0,5.78e-06,0.0,0,0.6,0.0,0.0,874.896,0,2.08,11,0,0.0,22,0.0,0.0,0.0,0.0,14.59778688,0,0.0,1.92,6,44.955,0.0,0.6,0,0.0,0.0,0.0,1.2,1.9,0.2,0.2,783.88,0.0,0.0,0.0,2,0.0,1.045783331,1.99,3.44,-2,4.08,ScTiO3,4,4,2.08,105.6,0.056343455,11.0,0.0,0.18,0.0,0.0,2,0.0,3,0,12,2.8,54.8,-282000.0,63.0,0.96,15.9994,0.0,0.0,6,66,0,14,0.0,87,8,8,0,0.0,14,0.188,84.8,0.0,0.0,0.0,3.4,4,0,0.0,0.0,13,28.1642224,0.0,0,0,13.4,9.105,2.4,0.0,47.867,2.25e-05,0.127279221,0.0,0.0,2.644,11.0,0.0,104,2,0.4,28.1642224,0.064902695,13.248,0.0,0.0,0,6,0.0,0,0.0,1.0,2,13.618,1941.0,0.0,0.0,0.0,22.235,7,0.0,3.44,0,0.0,2.8,66,0,0.0,2,0.0,0.0,28.8,0,9,0,0.0,0.0,4,5.0,0,0.0,0.0,9,0.048562091,1.2,0.0,87,15.9994,2,2,3,2.08,87.36,0.2,0.0,0,0.0,4.9716,0.72,194,0.12,16,16,0,0,6.562,3.44,76,0,0,0.0,2,0.0,0.591269841,1.46,1886.2,3,0.0,6.48,0.0,0.0,0,0.0,0,0.779404482,4.6,0.0,0,2,3.380617019,0.0,0.0,13.4,2.0,4,0.0,0.0,0.0,13.13,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.48,0.0,0.0,2,0,170,0,0.0,2.4,0.0,0,0,-3.548712921,0.0,5.491898118,0,214.5457281,0.0,3.12,0.0,0.0,0.0,0.0,0,1.36,2.644,31.8676,0,0.0,2.25e-05,0.0,0.0,0.96,0.0,0.6,0,2.0,2,0,2,9,47.52,6.93e-06,182,0.0,0.0,0,0.0,0.0,0.0,0.9552,6.0,0.0,1,1
SmBPd3,0.0,Matbench,2,0.146341463,4.990658914,1.524,5,1828.05,0.0,0.0,1.04,0,0.0,0.0,1.17,0,0,0.0,0.0,0.2,0,6.0,1.2,0.0,205.028,0,0.451333333,23,0,0.0,62,0.0,0.0,0.0,0.0,34.11008,0,0.0,0.32,0,150.36,0.0,6.0,0,0.0,1.92,1.524,1.0,-0.000233333,0.0,0.0,1835.43,0.0,0.0,0.0,5,0.0,1.408513228,0.151083333,2.2,0,0.0,SmBPd3,1,0,1.03,139.8,0.065031749,9.2,0.0,0.0,0.0,0.0,0,0.0,3,0,225,4.6,1345.0,-46779.66667,56.2,1.6,106.42,0.0,0.0,10,84,0,57,0.96,72,5,46,0,0.0,57,0.52,201.4,0.0,0.0,0.0,0.0,6,0,1.2,0.0,10,96.0862,0.0,0,8,41.0,7.1725,0.2,0.0,150.36,0.0,0.0,0.0,0.0,1.962,9.2,0.0,114,4,0.097560976,96.0862,0.076731411,16.7265,0.0,0.0,0,10,0.0,0,0.0,1.0,0,8.337,2348.0,0.0,0.0,0.2,33.23,8,0.0,2.2,0,0.0,4.6,139,0,0.0,0,0.0,0.0,13.28,2,0,0,0.0,0.0,0,8.2,0,0.0,0.0,8,0.05367389,2.16,0.0,62,10.811,0,10,3,1.03,28.32,0.6,0.0,0,0.0,6.6014,4.8,225,0.731707317,10,13,0,0,5.643,2.2,49,6,0,0.0,2,0.0,0.65625,0.557,1003.0,7,0.0,14.4,0.0,0.0,10,0.0,0,1.033976897,2.6,0.0,0,2,0.0,0.0,0.0,41.0,0.8,1,0.0,0.0,0.0,26.0575,14.41,166,0.0,1.6,0.0,0.6,0.0,106.42,0.0,0.024390244,0.0,0.0,5,0,198,0,0.0,0.2,0.0,0,6,-0.587468402,0.0,4.102215086,0,82.8796319,0.3048,3.12,0.0,0.0,0.0,0.0,0,1.17,1.962,139.549,8,0.48768,0.0,0.0,0.0,1.38,0.0,0.0,0,0.8,0,0,10,0,23.28,0.0,59,0.0,0.0,0,0.0,0.0,2.56,0.3168,2.48,0.0,1,1
SmCrGe3,0.0,Matbench,2,0.107142857,2.042236419,0.383,4,1211.4,0.0,0.0,0.64,0,0.0,0.2,1.17,0,0,0.0,0.0,0.0,0,7.0,1.2,0.0,299.264,0,0.449466667,23,0,0.0,62,0.0,0.0,0.0,0.0,26.521912,0,0.0,0.96,0,150.36,0.0,7.0,0,0.0,1.92,0.383,2.4,0.0038,0.0,0.0,1431.84,0.0,0.0,0.0,4,0.0,1.201604166,0.154216667,2.01,0,1.6,SmCrGe3,2,2,0.84,139.4,0.035627758,10.2,0.0,0.0,0.0,0.0,4,0.0,6,0,225,4.4,1211.4,-41916.0,61.8,1.92,72.64,0.0,0.0,14,120,0,38,0.32,79,24,32,0,0.0,38,0.52,214.0,0.0,0.0,0.0,1.0,6,0,1.2,0.0,11,84.05522,0.0,0,8,36.4,11.19,1.2,0.0,150.36,0.0,0.0,0.0,0.0,1.772,10.2,0.0,78,2,0.160714286,84.05522,0.053347178,22.687,0.0,0.0,0,14,0.0,1,0.0,0.6,1,7.9,2180.0,0.0,0.0,0.2,33.23,4,0.0,2.01,0,0.0,4.4,120,0,0.0,4,0.0,0.0,20.64,1,5,0,0.0,0.0,0,11.2,0,0.0,0.0,8,0.023328474,3.36,0.0,79,51.9961,4,10,3,0.84,19.2,0.2,0.0,0,0.0,4.5988,3.6,229,0.625,14,14,0,1,5.643,2.01,56,6,0,0.0,4,0.0,0.967213115,1.23,968.6,8,0.0,10.24,0.0,0.0,10,0.0,0,0.89566859,5.2,0.0,0,2,0.0,0.0,0.0,36.4,1.8,2,0.0,0.0,0.6,22.04,23.005,166,0.0,1.6,0.0,0.0,0.0,72.63,0.0,0.107142857,0.0,0.0,4,0,198,0,0.2,1.2,0.0,0,6,-0.387598843,0.0,4.050201989,0,186.1499319,0.2298,1.44,0.0,0.0,0.0,0.0,0,1.17,1.772,98.3639,8,0.18384,0.0,0.0,0.32,1.4,0.0,0.0,0,1.8,2,0,10,5,23.44,0.0,63,0.0,0.0,0,0.0,0.383,2.56,0.2856,4.56,0.0,1,1
SmCuO3,0.0,Matbench,2,0.162162162,2.00178967,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,1.17,0,0,0.0,0.0,0.0,0,2.0,1.2,0.0,622.3608,0,2.27,23,0,0.0,62,0.0,0.0,0.0,0.0,43.657728,0,0.0,1.92,5,150.36,0.0,2.0,0,0.0,1.92,0.0,1.2,1.54,0.0,0.0,573.434,0.0,0.0,0.0,2,0.0,1.044982734,1.905,3.44,-2,0.0,SmCuO3,4,4,2.27,105.6,0.113984236,12.4,0.0,0.73,0.0,0.0,1,0.0,6,0,12,3.2,54.8,-282000.0,69.6,0.96,15.9994,0.0,0.0,6,66,0,54,0.32,87,8,8,0,0.0,54,0.52,85.4,0.0,0.0,0.0,0.0,6,0,1.2,0.0,13,52.38084,0.0,0,8,23.0,9.105,2.4,0.0,150.36,0.0,0.51618795,0.0,0.0,2.678,12.4,0.0,132,4,0.243243243,52.38084,0.126592325,14.323,0.0,0.0,0,11,0.0,1,0.0,1.25,1,13.618,1357.77,0.0,0.0,0.2,33.23,7,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,20.88,1,0,0,0.0,0.0,3,7.4,0,0.0,0.0,8,0.086452579,1.68,0.0,87,15.9994,2,10,3,2.27,88.08,0.2,0.0,0,0.0,7.5628,3.2,225,0.27027027,16,16,0,1,5.643,3.44,64,6,0,0.0,2,0.0,0.53968254,1.46,1302.97,5,0.0,18.0,0.0,0.0,0,0.0,0,0.859462778,3.0,0.0,0,2,3.273268354,0.2,0.0,23.0,1.8,4,0.0,0.0,0.0,24.125,9.105,12,0.0,1.6,0.0,0.0,0.0,15.999,0.0,0.324324324,0.0,0.0,2,0,198,0,0.2,2.4,0.0,0,6,-2.42145936,0.0,5.680095825,0,244.2569763,0.0,2.0,0.0,0.1325,0.0,0.0,0,1.17,2.678,134.3606,8,0.0,0.0,0.0,0.32,1.0,0.0,0.6,0,1.8,2,0,10,0,47.52,0.0,213,0.0,0.0,0,0.0,0.0,2.56,0.9144,4.32,-0.1325,1,0
SmCuO3,0.0,Matbench,2,0.162162162,2.002305259,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,1.17,0,0,0.0,0.0,0.0,0,2.0,1.2,0.0,622.3608,0,2.27,23,0,0.0,62,0.0,0.0,0.0,0.0,43.657728,0,0.0,1.92,5,150.36,0.0,2.0,0,0.0,1.92,0.0,1.2,1.54,0.0,0.0,573.434,0.0,0.0,0.0,2,0.0,1.099616753,1.905,3.44,-2,0.0,SmCuO3,4,4,2.27,105.6,0.113984236,12.4,0.0,0.73,0.0,0.0,1,0.0,6,0,12,3.2,54.8,-282000.0,69.6,0.96,15.9994,0.0,0.0,6,66,0,54,0.32,87,8,8,0,0.0,54,0.52,85.4,0.0,0.0,0.0,0.0,6,0,1.2,0.0,13,52.38084,0.0,0,8,23.0,9.105,2.4,0.0,150.36,0.0,0.51618795,0.0,0.0,2.678,12.4,0.0,132,4,0.243243243,52.38084,0.126592325,14.323,0.0,0.0,0,11,0.0,1,0.0,1.25,1,13.618,1357.77,0.0,0.0,0.2,33.23,7,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,20.88,1,0,0,0.0,0.0,3,7.4,0,0.0,0.0,8,0.086452579,1.68,0.0,87,15.9994,2,10,3,2.27,88.08,0.2,0.0,0,0.0,7.5628,3.2,225,0.27027027,16,16,0,1,5.643,3.44,64,6,0,0.0,2,0.0,0.53968254,1.46,1302.97,5,0.0,18.0,0.0,0.0,0,0.0,0,0.859462778,3.0,0.0,0,2,3.273268354,0.2,0.0,23.0,1.8,4,0.0,0.0,0.0,24.125,9.105,12,0.0,1.6,0.0,0.0,0.0,15.999,0.0,0.324324324,0.0,0.0,2,0,198,0,0.2,2.4,0.0,0,6,-2.387020719,0.0,5.680095825,0,113.176091,0.0,2.0,0.0,0.0,0.0,0.0,0,1.17,2.678,134.3606,8,0.0,0.0,0.0,0.32,1.0,0.0,0.6,0,1.8,2,0,10,0,47.52,0.0,213,0.0,0.0,0,0.0,0.0,2.56,0.9144,4.32,0.0,1,1
SnGeS3,2.23,Matbench,2,0.0,1.971295386,2.202,3,388.36,0.0,0.0,0.72,0,0.0,0.0,1.96,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,254.0352,0,0.62,79,0,0.0,50,0.0,0.0,0.0,0.0,30.5328,0,0.0,0.96,6,118.71,0.0,4.0,0,0.0,0.0,2.202,2.8,0.57,0.0,0.0,576.312,0.0,0.0,0.0,4,0.0,1.020388742,0.595,2.58,-2,0.0,SnGeS3,4,4,0.62,114.8,0.030852223,15.2,0.0,0.05,0.0,0.0,2,0.0,6,0,70,3.6,388.36,-400000.0,84.6,0.96,32.065,0.0,0.0,6,105,0,34,0.0,88,16,16,0,0.0,34,1.112,115.2,0.0,0.0,0.0,0.0,5,0,0.0,0.0,2,57.509,0.0,0,0,26.0,23.005,3.2,0.0,118.71,0.0,0.035355339,0.0,0.0,2.342,15.2,0.0,34,2,0.217391304,57.509,0.045125661,26.730125,0.0,0.0,0,14,0.0,0,0.0,0.45,2,10.36,1211.4,0.0,0.0,0.0,33.285,2,0.0,2.58,0,0.0,3.6,105,0,0.0,2,0.0,0.0,4.08,0,0,0,0.0,0.0,4,9.2,0,0.0,0.0,4,0.0,3.84,0.0,88,32.065,2,10,14,0.62,54.24,0.0,0.0,0,0.0,2.62195,4.8,225,0.434782609,16,16,0,0,7.344,2.58,9,0,0,0.0,3,0.0,0.394117647,2.07,823.04,8,0.0,12.0,0.0,0.0,0,0.0,0,0.790646823,2.8,0.0,0,2,3.380617019,0.0,0.0,26.0,2.0,2,0.0,0.0,0.2,10.28,25.786875,70,0.0,0.0,0.0,0.0,0.2,32.06,0.0,0.347826087,0.0,0.0,2,0,139,2,0.0,3.2,0.0,0,0,-0.786259655,0.0,5.410995243,0,559.3578384,1.3978,0.96,0.6,1.6937,0.0,0.0,0,1.96,2.342,86.645,0,0.96504,0.0,0.0,0.0,1.14,0.0,0.0,0,2.0,2,0,10,0,11.76,0.0,155,0.0,0.0,2,0.0,2.202,0.0,0.2856,0.96,0.5363,0,0
SnHgO3,1.6,Matbench,2,0.24137931,1.910865004,0.0,2,54.8,0.0,0.0,1.68,0,0.0,0.0,1.96,0,0,0.0,0.0,0.0,0,4.0,2.8,0.0,151.152,0,1.48,71,0,0.0,80,0.0,0.0,0.0,0.0,68.952288,0,0.0,1.44,6,118.71,0.0,4.0,0,0.0,4.48,0.0,2.0,1.44,0.0,0.0,180.76,0.0,0.0,0.0,4,0.0,1.11596003,1.46,3.44,-2,0.0,SnHgO3,4,4,1.48,93.8,0.042527827,14.8,0.0,0.04,0.0,0.0,0,0.0,6,0,12,3.4,54.8,-282000.0,82.4,0.8,15.9994,0.0,0.0,6,66,0,72,0.0,87,8,8,0,0.0,72,1.112,68.6,0.0,0.0,0.0,0.0,6,0,2.8,0.0,4,73.45964,0.0,0,0,30.8,9.105,2.8,0.0,200.59,0.0,0.028284271,0.0,0.0,2.856,14.8,0.0,73,4,0.172413793,73.45964,0.048144113,17.16751724,0.0,0.0,0,26,0.2,0,0.0,0.9,2,13.618,505.08,0.0,0.0,0.0,33.285,4,0.0,3.44,0,0.0,3.4,66,0,0.0,2,0.0,0.0,5.52,0,0,0,0.0,0.0,4,11.6,0,0.0,0.0,4,0.042491829,6.72,0.0,87,15.9994,2,10,12,1.48,67.92,0.0,0.0,0,0.0,9.67502069,4.8,166,0.344827586,16,16,0,0,7.344,3.44,16,14,0,0.0,2,0.0,0.920634921,1.46,450.28,20,0.0,27.36,0.0,0.0,0,0.0,0,0.610683129,2.0,0.0,0,2,3.380617019,0.0,0.0,30.8,2.0,4,0.0,0.0,0.0,24.18,9.105,12,0.0,0.0,0.0,0.0,0.2,15.999,0.0,0.24137931,0.0,0.0,4,0,139,0,0.0,2.8,0.0,0,14,-1.467353424,0.0,6.239855056,0,132.3297252,0.0,0.8,0.0,0.0,0.0,0.0,0,1.96,2.856,184.5906,0,0.0,0.0,0.0,0.0,0.95,0.0,0.6,0,2.0,2,0,10,0,33.36,0.0,154,0.0,0.0,0,0.0,0.0,0.0,0.7008,1.44,1.6,0,1
Sr2SmTaO6,3.38,Matbench,2,0.298507463,7.213780742,0.0,2,54.8,0.0,0.0,1.68,0,0.0,0.0,0.95,0,0,0.0,0.0,0.0,0,0.3,2.0,0.0,781.896,0,2.49,8,0,0.0,73,0.0,0.0,0.0,0.0,53.1060336,0,0.0,1.92,7,87.62,0.0,0.3,0,0.0,3.2,0.0,1.2,1.94,0.0,0.0,706.38,0.0,0.0,0.0,2,0.0,1.060505195,2.2975,3.44,-2,1.26,Sr2SmTaO6,4,4,2.49,115.4,0.048050926,10.8,0.0,0.55,0.0,0.0,0,0.0,2,0,12,3.4,54.8,-282000.0,60.9,0.96,15.9994,0.2,0.0,6,66,0,65,0.0,87,8,8,0,0.0,65,0.0521,91.7,0.0,0.0,0.0,0.7,6,0,2.0,0.0,14,60.254428,0.0,0,8,25.9,9.105,2.4,0.0,180.94788,0.0,0.28472794,0.0,0.0,2.521,10.8,0.0,132,4,0.298507463,60.254428,0.057933397,21.444,0.0,0.0,0,19,0.0,0,0.0,1.4,2,13.618,3290.0,0.0,0.0,0.1,54.23,8,0.0,3.44,0,0.0,3.4,66,0,0.0,2,0.0,0.0,31.32,0,7,0,0.0,0.0,5,6.7,0,0.0,0.0,8,0.028284271,2.72,0.0,87,15.9994,2,3,2,2.49,95.64,0.1,0.0,0,0.0,15.4716,0.54,229,0.044776119,16,16,0,0,5.695,3.44,79,14,0,0.0,2,0.0,0.745238095,1.46,3235.2,17,0.0,21.48,0.0,0.1,0,0.0,0,0.829620507,2.7,0.0,0,2,3.373323338,0.0,0.0,25.9,2.0,4,0.0,0.0,0.0,45.125,9.105,12,0.0,0.8,0.0,0.0,0.0,15.999,0.0,0.358208955,0.0,0.0,2,0,198,0,0.0,2.4,0.0,0,14,-3.556143313,0.0,5.349402905,0,297.9397772,0.0,1.92,0.0,3.7854,0.0,0.0,0,0.95,2.521,164.94848,8,0.0,0.0,0.0,0.0,1.09,0.0,0.6,0,2.0,2,0,3,7,59.28,0.0,217,0.0,0.0,0,0.0,0.0,1.44,1.1028,6.24,-0.4054000000000002,0,0
